record_id,title,abstract,year,seed_theme,record_type,text_for_embedding
breast-cancer-04-0351,Residual disease monitoring in neoadjuvant response: study 351,"This study examines neoadjuvant response through ctDNA monitoring, longitudinal surveillance, and response tracking. It also discusses links to PD-L1 selection and TNBC immune context, alongside early-phase trial and mechanism of resistance.",2025,Monitoring and MRD,core,"Residual disease monitoring in neoadjuvant response: study 351 [SEP] This study examines neoadjuvant response through ctDNA monitoring, longitudinal surveillance, and response tracking. It also discusses links to PD-L1 selection and TNBC immune context, alongside early-phase trial and mechanism of resistance."
breast-cancer-r-0096,"Landscape review of HER2 antibody combinations, ESR1 mutations, and PD-L1 stratification","This review connects resistance adaptation, CDK4/6 adaptation, microenvironment state, and liquid biopsy. It frames the field around clinical development, patient stratification, early-phase trial, and translational biomarker.",2021,review-like mixed corpus,review,"Landscape review of HER2 antibody combinations, ESR1 mutations, and PD-L1 stratification [SEP] This review connects resistance adaptation, CDK4/6 adaptation, microenvironment state, and liquid biopsy. It frames the field around clinical development, patient stratification, early-phase trial, and translational biomarker."
breast-cancer-04-0062,Residual disease monitoring in minimal residual disease: study 62,"This study examines minimal residual disease through longitudinal surveillance, molecular relapse, and ctDNA monitoring. It also discusses links to endocrine resistance and CDK4/6 adaptation, alongside translational biomarker and portfolio review.",2024,Monitoring and MRD,core,"Residual disease monitoring in minimal residual disease: study 62 [SEP] This study examines minimal residual disease through longitudinal surveillance, molecular relapse, and ctDNA monitoring. It also discusses links to endocrine resistance and CDK4/6 adaptation, alongside translational biomarker and portfolio review."
breast-cancer-r-0258,"Landscape review of HER2 resistance, PI3K pathway, and combination checkpoint blockade","This review connects antibody development, hormone signaling, combination immunotherapy, and response tracking. It frames the field around validation cohort, molecular profiling, early-phase trial, and portfolio review.",2021,review-like mixed corpus,review,"Landscape review of HER2 resistance, PI3K pathway, and combination checkpoint blockade [SEP] This review connects antibody development, hormone signaling, combination immunotherapy, and response tracking. It frames the field around validation cohort, molecular profiling, early-phase trial, and portfolio review."
breast-cancer-04-0095,Residual disease monitoring in neoadjuvant response: study 95,"This study examines neoadjuvant response through response tracking, longitudinal surveillance, and liquid biopsy. It also discusses links to endocrine resistance and CDK4/6 adaptation, alongside mechanism of resistance and early-phase trial.",2021,Monitoring and MRD,core,"Residual disease monitoring in neoadjuvant response: study 95 [SEP] This study examines neoadjuvant response through response tracking, longitudinal surveillance, and liquid biopsy. It also discusses links to endocrine resistance and CDK4/6 adaptation, alongside mechanism of resistance and early-phase trial."
breast-cancer-r-0251,"Landscape review of brain metastases, selective estrogen degraders, and triple-negative disease","This review connects antibody development, hormone signaling, TNBC immune context, and liquid biopsy. It frames the field around molecular profiling, validation cohort, dose optimization, and clinical development.",2020,review-like mixed corpus,review,"Landscape review of brain metastases, selective estrogen degraders, and triple-negative disease [SEP] This review connects antibody development, hormone signaling, TNBC immune context, and liquid biopsy. It frames the field around molecular profiling, validation cohort, dose optimization, and clinical development."
breast-cancer-03-0113,Immunotherapy programs in triple-negative disease: study 113,"This study examines triple-negative disease through checkpoint biomarker, PD-L1 selection, and stromal exclusion. It also discusses links to resistance adaptation and combination treatment, alongside portfolio review and translational biomarker.",2020,TNBC immunotherapy,core,"Immunotherapy programs in triple-negative disease: study 113 [SEP] This study examines triple-negative disease through checkpoint biomarker, PD-L1 selection, and stromal exclusion. It also discusses links to resistance adaptation and combination treatment, alongside portfolio review and translational biomarker."
breast-cancer-01-0466,HER2-focused development in HER2 resistance: study 466,"This study examines HER2 resistance through combination treatment, resistance adaptation, and amplification signal. It also discusses links to ESR1 mutation and CDK4/6 adaptation, alongside patient stratification and translational biomarker.",2023,HER2 biology,core,"HER2-focused development in HER2 resistance: study 466 [SEP] This study examines HER2 resistance through combination treatment, resistance adaptation, and amplification signal. It also discusses links to ESR1 mutation and CDK4/6 adaptation, alongside patient stratification and translational biomarker."
breast-cancer-04-0061,Residual disease monitoring in ctDNA surveillance: study 61,"This study examines ctDNA surveillance through molecular relapse, ctDNA monitoring, and longitudinal surveillance. It also discusses links to antibody development and brain metastasis, alongside mechanism of resistance and early-phase trial.",2023,Monitoring and MRD,core,"Residual disease monitoring in ctDNA surveillance: study 61 [SEP] This study examines ctDNA surveillance through molecular relapse, ctDNA monitoring, and longitudinal surveillance. It also discusses links to antibody development and brain metastasis, alongside mechanism of resistance and early-phase trial."
breast-cancer-03-0224,Immunotherapy programs in combination checkpoint blockade: study 224,"This study examines combination checkpoint blockade through PD-L1 selection, checkpoint biomarker, and TNBC immune context. It also discusses links to amplification signal and HER2 biology, alongside validation cohort and dose optimization.",2023,TNBC immunotherapy,core,"Immunotherapy programs in combination checkpoint blockade: study 224 [SEP] This study examines combination checkpoint blockade through PD-L1 selection, checkpoint biomarker, and TNBC immune context. It also discusses links to amplification signal and HER2 biology, alongside validation cohort and dose optimization."
breast-cancer-04-0454,Residual disease monitoring in minimal residual disease: study 454,"This study examines minimal residual disease through minimal residual disease, molecular relapse, and ctDNA monitoring. It also discusses links to combination treatment and resistance adaptation, alongside molecular profiling and real-world evidence.",2020,Monitoring and MRD,core,"Residual disease monitoring in minimal residual disease: study 454 [SEP] This study examines minimal residual disease through minimal residual disease, molecular relapse, and ctDNA monitoring. It also discusses links to combination treatment and resistance adaptation, alongside molecular profiling and real-world evidence."
breast-cancer-r-0467,"Landscape review of brain metastases, selective estrogen degraders, and triple-negative disease","This review connects antibody development, hormone signaling, combination immunotherapy, and minimal residual disease. It frames the field around portfolio review, validation cohort, mechanism of resistance, and molecular profiling.",2020,review-like mixed corpus,review,"Landscape review of brain metastases, selective estrogen degraders, and triple-negative disease [SEP] This review connects antibody development, hormone signaling, combination immunotherapy, and minimal residual disease. It frames the field around portfolio review, validation cohort, mechanism of resistance, and molecular profiling."
breast-cancer-x-0349,Integrated analysis of HER2-low disease with ESR1 mutations: study 349,"This paper links antibody development and amplification signal to endocrine resistance and CDK4/6 adaptation. The framing emphasizes validation cohort, translational biomarker, and early-phase trial across mixed translational contexts.",2020,HER2 biology + Endocrine resistance,crossover,"Integrated analysis of HER2-low disease with ESR1 mutations: study 349 [SEP] This paper links antibody development and amplification signal to endocrine resistance and CDK4/6 adaptation. The framing emphasizes validation cohort, translational biomarker, and early-phase trial across mixed translational contexts."
breast-cancer-04-0009,Residual disease monitoring in ctDNA surveillance: study 9,"This study examines ctDNA surveillance through ctDNA monitoring, molecular relapse, and liquid biopsy. It also discusses links to PD-L1 selection and stromal exclusion, alongside real-world evidence and patient stratification.",2025,Monitoring and MRD,core,"Residual disease monitoring in ctDNA surveillance: study 9 [SEP] This study examines ctDNA surveillance through ctDNA monitoring, molecular relapse, and liquid biopsy. It also discusses links to PD-L1 selection and stromal exclusion, alongside real-world evidence and patient stratification."
breast-cancer-03-0105,Immunotherapy programs in triple-negative disease: study 105,"This study examines triple-negative disease through TNBC immune context, PD-L1 selection, and checkpoint biomarker. It also discusses links to endocrine resistance and targeted escape, alongside validation cohort and clinical development.",2024,TNBC immunotherapy,core,"Immunotherapy programs in triple-negative disease: study 105 [SEP] This study examines triple-negative disease through TNBC immune context, PD-L1 selection, and checkpoint biomarker. It also discusses links to endocrine resistance and targeted escape, alongside validation cohort and clinical development."
breast-cancer-04-0489,Residual disease monitoring in ctDNA surveillance: study 489,"This study examines ctDNA surveillance through minimal residual disease, response tracking, and liquid biopsy. It also discusses links to microenvironment state and combination immunotherapy, alongside translational biomarker and validation cohort.",2025,Monitoring and MRD,core,"Residual disease monitoring in ctDNA surveillance: study 489 [SEP] This study examines ctDNA surveillance through minimal residual disease, response tracking, and liquid biopsy. It also discusses links to microenvironment state and combination immunotherapy, alongside translational biomarker and validation cohort."
breast-cancer-01-0339,HER2-focused development in brain metastases: study 339,"This study examines brain metastases through combination treatment, antibody development, and resistance adaptation. It also discusses links to minimal residual disease and ctDNA monitoring, alongside portfolio review and validation cohort.",2022,HER2 biology,core,"HER2-focused development in brain metastases: study 339 [SEP] This study examines brain metastases through combination treatment, antibody development, and resistance adaptation. It also discusses links to minimal residual disease and ctDNA monitoring, alongside portfolio review and validation cohort."
breast-cancer-01-0216,HER2-focused development in HER2 antibody combinations: study 216,"This study examines HER2 antibody combinations through combination treatment, amplification signal, and antibody development. It also discusses links to ctDNA monitoring and molecular relapse, alongside patient stratification and dose optimization.",2025,HER2 biology,core,"HER2-focused development in HER2 antibody combinations: study 216 [SEP] This study examines HER2 antibody combinations through combination treatment, amplification signal, and antibody development. It also discusses links to ctDNA monitoring and molecular relapse, alongside patient stratification and dose optimization."
breast-cancer-04-0116,Residual disease monitoring in longitudinal liquid biopsy: study 116,"This study examines longitudinal liquid biopsy through longitudinal surveillance, minimal residual disease, and liquid biopsy. It also discusses links to hormone signaling and targeted escape, alongside dose optimization and mechanism of resistance.",2024,Monitoring and MRD,core,"Residual disease monitoring in longitudinal liquid biopsy: study 116 [SEP] This study examines longitudinal liquid biopsy through longitudinal surveillance, minimal residual disease, and liquid biopsy. It also discusses links to hormone signaling and targeted escape, alongside dose optimization and mechanism of resistance."
breast-cancer-04-0417,Residual disease monitoring in ctDNA surveillance: study 417,"This study examines ctDNA surveillance through minimal residual disease, ctDNA monitoring, and longitudinal surveillance. It also discusses links to PD-L1 selection and TNBC immune context, alongside patient stratification and mechanism of resistance.",2025,Monitoring and MRD,core,"Residual disease monitoring in ctDNA surveillance: study 417 [SEP] This study examines ctDNA surveillance through minimal residual disease, ctDNA monitoring, and longitudinal surveillance. It also discusses links to PD-L1 selection and TNBC immune context, alongside patient stratification and mechanism of resistance."
breast-cancer-r-0015,"Landscape review of brain metastases, selective estrogen degraders, and triple-negative disease","This review connects amplification signal, hormone signaling, combination immunotherapy, and response tracking. It frames the field around dose optimization, early-phase trial, translational biomarker, and patient stratification.",2024,review-like mixed corpus,review,"Landscape review of brain metastases, selective estrogen degraders, and triple-negative disease [SEP] This review connects amplification signal, hormone signaling, combination immunotherapy, and response tracking. It frames the field around dose optimization, early-phase trial, translational biomarker, and patient stratification."
breast-cancer-r-0305,"Landscape review of HER2-low disease, CDK4/6 adaptation, and microenvironment phenotypes","This review connects amplification signal, hormone signaling, PD-L1 selection, and response tracking. It frames the field around clinical development, early-phase trial, molecular profiling, and patient stratification.",2020,review-like mixed corpus,review,"Landscape review of HER2-low disease, CDK4/6 adaptation, and microenvironment phenotypes [SEP] This review connects amplification signal, hormone signaling, PD-L1 selection, and response tracking. It frames the field around clinical development, early-phase trial, molecular profiling, and patient stratification."
breast-cancer-04-0093,Residual disease monitoring in ctDNA surveillance: study 93,"This study examines ctDNA surveillance through molecular relapse, liquid biopsy, and minimal residual disease. It also discusses links to microenvironment state and stromal exclusion, alongside portfolio review and clinical development.",2025,Monitoring and MRD,core,"Residual disease monitoring in ctDNA surveillance: study 93 [SEP] This study examines ctDNA surveillance through molecular relapse, liquid biopsy, and minimal residual disease. It also discusses links to microenvironment state and stromal exclusion, alongside portfolio review and clinical development."
breast-cancer-x-0241,Integrated analysis of HER2-low disease with ESR1 mutations: study 241,"This paper links combination treatment and resistance adaptation to targeted escape and endocrine resistance. The framing emphasizes real-world evidence, dose optimization, and validation cohort across mixed translational contexts.",2020,HER2 biology + Endocrine resistance,crossover,"Integrated analysis of HER2-low disease with ESR1 mutations: study 241 [SEP] This paper links combination treatment and resistance adaptation to targeted escape and endocrine resistance. The framing emphasizes real-world evidence, dose optimization, and validation cohort across mixed translational contexts."
breast-cancer-04-0185,Residual disease monitoring in ctDNA surveillance: study 185,"This study examines ctDNA surveillance through molecular relapse, liquid biopsy, and minimal residual disease. It also discusses links to targeted escape and ER pathway, alongside mechanism of resistance and early-phase trial.",2021,Monitoring and MRD,core,"Residual disease monitoring in ctDNA surveillance: study 185 [SEP] This study examines ctDNA surveillance through molecular relapse, liquid biopsy, and minimal residual disease. It also discusses links to targeted escape and ER pathway, alongside mechanism of resistance and early-phase trial."
breast-cancer-r-0023,"Landscape review of brain metastases, selective estrogen degraders, and triple-negative disease","This review connects resistance adaptation, ESR1 mutation, PD-L1 selection, and molecular relapse. It frames the field around translational biomarker, portfolio review, mechanism of resistance, and real-world evidence.",2020,review-like mixed corpus,review,"Landscape review of brain metastases, selective estrogen degraders, and triple-negative disease [SEP] This review connects resistance adaptation, ESR1 mutation, PD-L1 selection, and molecular relapse. It frames the field around translational biomarker, portfolio review, mechanism of resistance, and real-world evidence."
breast-cancer-02-0317,Endocrine resistance strategy for ESR1 mutations: study 317,"This study examines ESR1 mutations through targeted escape, CDK4/6 adaptation, and endocrine resistance. It also discusses links to response tracking and molecular relapse, alongside translational biomarker and mechanism of resistance.",2025,Endocrine resistance,core,"Endocrine resistance strategy for ESR1 mutations: study 317 [SEP] This study examines ESR1 mutations through targeted escape, CDK4/6 adaptation, and endocrine resistance. It also discusses links to response tracking and molecular relapse, alongside translational biomarker and mechanism of resistance."
breast-cancer-03-0068,Immunotherapy programs in combination checkpoint blockade: study 68,"This study examines combination checkpoint blockade through TNBC immune context, PD-L1 selection, and stromal exclusion. It also discusses links to antibody development and HER2 biology, alongside dose optimization and clinical development.",2023,TNBC immunotherapy,core,"Immunotherapy programs in combination checkpoint blockade: study 68 [SEP] This study examines combination checkpoint blockade through TNBC immune context, PD-L1 selection, and stromal exclusion. It also discusses links to antibody development and HER2 biology, alongside dose optimization and clinical development."
breast-cancer-x-0004,Integrated analysis of longitudinal liquid biopsy with brain metastases: study 4,"This paper links minimal residual disease and longitudinal surveillance to amplification signal and brain metastasis. The framing emphasizes dose optimization, clinical development, and mechanism of resistance across mixed translational contexts.",2023,Monitoring and MRD + HER2 biology,crossover,"Integrated analysis of longitudinal liquid biopsy with brain metastases: study 4 [SEP] This paper links minimal residual disease and longitudinal surveillance to amplification signal and brain metastasis. The framing emphasizes dose optimization, clinical development, and mechanism of resistance across mixed translational contexts."
breast-cancer-01-0275,HER2-focused development in brain metastases: study 275,"This study examines brain metastases through amplification signal, brain metastasis, and HER2 biology. It also discusses links to TNBC immune context and combination immunotherapy, alongside translational biomarker and patient stratification.",2024,HER2 biology,core,"HER2-focused development in brain metastases: study 275 [SEP] This study examines brain metastases through amplification signal, brain metastasis, and HER2 biology. It also discusses links to TNBC immune context and combination immunotherapy, alongside translational biomarker and patient stratification."
breast-cancer-x-0245,Integrated analysis of HER2-low disease with ESR1 mutations: study 245,"This paper links brain metastasis and combination treatment to ER pathway and targeted escape. The framing emphasizes real-world evidence, mechanism of resistance, and portfolio review across mixed translational contexts.",2024,HER2 biology + Endocrine resistance,crossover,"Integrated analysis of HER2-low disease with ESR1 mutations: study 245 [SEP] This paper links brain metastasis and combination treatment to ER pathway and targeted escape. The framing emphasizes real-world evidence, mechanism of resistance, and portfolio review across mixed translational contexts."
breast-cancer-02-0366,Endocrine resistance strategy for CDK4/6 adaptation: study 366,"This study examines CDK4/6 adaptation through targeted escape, hormone signaling, and CDK4/6 adaptation. It also discusses links to HER2 biology and brain metastasis, alongside validation cohort and early-phase trial.",2020,Endocrine resistance,core,"Endocrine resistance strategy for CDK4/6 adaptation: study 366 [SEP] This study examines CDK4/6 adaptation through targeted escape, hormone signaling, and CDK4/6 adaptation. It also discusses links to HER2 biology and brain metastasis, alongside validation cohort and early-phase trial."
breast-cancer-01-0102,HER2-focused development in HER2 resistance: study 102,"This study examines HER2 resistance through antibody development, HER2 biology, and combination treatment. It also discusses links to minimal residual disease and liquid biopsy, alongside clinical development and mechanism of resistance.",2025,HER2 biology,core,"HER2-focused development in HER2 resistance: study 102 [SEP] This study examines HER2 resistance through antibody development, HER2 biology, and combination treatment. It also discusses links to minimal residual disease and liquid biopsy, alongside clinical development and mechanism of resistance."
breast-cancer-04-0002,Residual disease monitoring in minimal residual disease: study 2,"This study examines minimal residual disease through response tracking, molecular relapse, and liquid biopsy. It also discusses links to ESR1 mutation and hormone signaling, alongside translational biomarker and mechanism of resistance.",2024,Monitoring and MRD,core,"Residual disease monitoring in minimal residual disease: study 2 [SEP] This study examines minimal residual disease through response tracking, molecular relapse, and liquid biopsy. It also discusses links to ESR1 mutation and hormone signaling, alongside translational biomarker and mechanism of resistance."
breast-cancer-x-0150,Integrated analysis of CDK4/6 adaptation with microenvironment phenotypes: study 150,"This paper links targeted escape and endocrine resistance to PD-L1 selection and combination immunotherapy. The framing emphasizes clinical development, mechanism of resistance, and dose optimization across mixed translational contexts.",2025,Endocrine resistance + TNBC immunotherapy,crossover,"Integrated analysis of CDK4/6 adaptation with microenvironment phenotypes: study 150 [SEP] This paper links targeted escape and endocrine resistance to PD-L1 selection and combination immunotherapy. The framing emphasizes clinical development, mechanism of resistance, and dose optimization across mixed translational contexts."
breast-cancer-01-0172,HER2-focused development in HER2 antibody combinations: study 172,"This study examines HER2 antibody combinations through resistance adaptation, antibody development, and brain metastasis. It also discusses links to endocrine resistance and ESR1 mutation, alongside dose optimization and clinical development.",2023,HER2 biology,core,"HER2-focused development in HER2 antibody combinations: study 172 [SEP] This study examines HER2 antibody combinations through resistance adaptation, antibody development, and brain metastasis. It also discusses links to endocrine resistance and ESR1 mutation, alongside dose optimization and clinical development."
breast-cancer-01-0108,HER2-focused development in HER2 antibody combinations: study 108,"This study examines HER2 antibody combinations through resistance adaptation, HER2 biology, and antibody development. It also discusses links to response tracking and minimal residual disease, alongside clinical development and mechanism of resistance.",2025,HER2 biology,core,"HER2-focused development in HER2 antibody combinations: study 108 [SEP] This study examines HER2 antibody combinations through resistance adaptation, HER2 biology, and antibody development. It also discusses links to response tracking and minimal residual disease, alongside clinical development and mechanism of resistance."
breast-cancer-04-0363,Residual disease monitoring in neoadjuvant response: study 363,"This study examines neoadjuvant response through molecular relapse, ctDNA monitoring, and minimal residual disease. It also discusses links to combination immunotherapy and microenvironment state, alongside dose optimization and portfolio review.",2025,Monitoring and MRD,core,"Residual disease monitoring in neoadjuvant response: study 363 [SEP] This study examines neoadjuvant response through molecular relapse, ctDNA monitoring, and minimal residual disease. It also discusses links to combination immunotherapy and microenvironment state, alongside dose optimization and portfolio review."
breast-cancer-04-0022,Residual disease monitoring in minimal residual disease: study 22,"This study examines minimal residual disease through minimal residual disease, response tracking, and molecular relapse. It also discusses links to resistance adaptation and brain metastasis, alongside early-phase trial and translational biomarker.",2020,Monitoring and MRD,core,"Residual disease monitoring in minimal residual disease: study 22 [SEP] This study examines minimal residual disease through minimal residual disease, response tracking, and molecular relapse. It also discusses links to resistance adaptation and brain metastasis, alongside early-phase trial and translational biomarker."
breast-cancer-r-0488,"Landscape review of HER2 antibody combinations, ESR1 mutations, and PD-L1 stratification","This review connects HER2 biology, targeted escape, stromal exclusion, and liquid biopsy. It frames the field around clinical development, patient stratification, validation cohort, and portfolio review.",2023,review-like mixed corpus,review,"Landscape review of HER2 antibody combinations, ESR1 mutations, and PD-L1 stratification [SEP] This review connects HER2 biology, targeted escape, stromal exclusion, and liquid biopsy. It frames the field around clinical development, patient stratification, validation cohort, and portfolio review."
breast-cancer-x-0203,Integrated analysis of microenvironment phenotypes with ctDNA surveillance: study 203,"This paper links combination immunotherapy and stromal exclusion to ctDNA monitoring and longitudinal surveillance. The framing emphasizes dose optimization, mechanism of resistance, and translational biomarker across mixed translational contexts.",2024,TNBC immunotherapy + Monitoring and MRD,crossover,"Integrated analysis of microenvironment phenotypes with ctDNA surveillance: study 203 [SEP] This paper links combination immunotherapy and stromal exclusion to ctDNA monitoring and longitudinal surveillance. The framing emphasizes dose optimization, mechanism of resistance, and translational biomarker across mixed translational contexts."
breast-cancer-x-0055,Integrated analysis of microenvironment phenotypes with ctDNA surveillance: study 55,"This paper links checkpoint biomarker and combination immunotherapy to molecular relapse and response tracking. The framing emphasizes dose optimization, real-world evidence, and translational biomarker across mixed translational contexts.",2020,TNBC immunotherapy + Monitoring and MRD,crossover,"Integrated analysis of microenvironment phenotypes with ctDNA surveillance: study 55 [SEP] This paper links checkpoint biomarker and combination immunotherapy to molecular relapse and response tracking. The framing emphasizes dose optimization, real-world evidence, and translational biomarker across mixed translational contexts."
breast-cancer-04-0265,Residual disease monitoring in ctDNA surveillance: study 265,"This study examines ctDNA surveillance through minimal residual disease, longitudinal surveillance, and liquid biopsy. It also discusses links to combination treatment and HER2 biology, alongside validation cohort and translational biomarker.",2023,Monitoring and MRD,core,"Residual disease monitoring in ctDNA surveillance: study 265 [SEP] This study examines ctDNA surveillance through minimal residual disease, longitudinal surveillance, and liquid biopsy. It also discusses links to combination treatment and HER2 biology, alongside validation cohort and translational biomarker."
breast-cancer-x-0034,Integrated analysis of CDK4/6 adaptation with microenvironment phenotypes: study 34,"This paper links CDK4/6 adaptation and ESR1 mutation to stromal exclusion and combination immunotherapy. The framing emphasizes dose optimization, patient stratification, and molecular profiling across mixed translational contexts.",2023,Endocrine resistance + TNBC immunotherapy,crossover,"Integrated analysis of CDK4/6 adaptation with microenvironment phenotypes: study 34 [SEP] This paper links CDK4/6 adaptation and ESR1 mutation to stromal exclusion and combination immunotherapy. The framing emphasizes dose optimization, patient stratification, and molecular profiling across mixed translational contexts."
breast-cancer-04-0463,Residual disease monitoring in neoadjuvant response: study 463,"This study examines neoadjuvant response through molecular relapse, response tracking, and longitudinal surveillance. It also discusses links to resistance adaptation and brain metastasis, alongside real-world evidence and mechanism of resistance.",2023,Monitoring and MRD,core,"Residual disease monitoring in neoadjuvant response: study 463 [SEP] This study examines neoadjuvant response through molecular relapse, response tracking, and longitudinal surveillance. It also discusses links to resistance adaptation and brain metastasis, alongside real-world evidence and mechanism of resistance."
breast-cancer-x-0251,Integrated analysis of microenvironment phenotypes with ctDNA surveillance: study 251,"This paper links microenvironment state and stromal exclusion to response tracking and ctDNA monitoring. The framing emphasizes clinical development, molecular profiling, and portfolio review across mixed translational contexts.",2024,TNBC immunotherapy + Monitoring and MRD,crossover,"Integrated analysis of microenvironment phenotypes with ctDNA surveillance: study 251 [SEP] This paper links microenvironment state and stromal exclusion to response tracking and ctDNA monitoring. The framing emphasizes clinical development, molecular profiling, and portfolio review across mixed translational contexts."
breast-cancer-x-0341,Integrated analysis of HER2-low disease with ESR1 mutations: study 341,"This paper links combination treatment and brain metastasis to hormone signaling and endocrine resistance. The framing emphasizes portfolio review, molecular profiling, and real-world evidence across mixed translational contexts.",2024,HER2 biology + Endocrine resistance,crossover,"Integrated analysis of HER2-low disease with ESR1 mutations: study 341 [SEP] This paper links combination treatment and brain metastasis to hormone signaling and endocrine resistance. The framing emphasizes portfolio review, molecular profiling, and real-world evidence across mixed translational contexts."
breast-cancer-r-0076,"Landscape review of HER2 antibody combinations, ESR1 mutations, and PD-L1 stratification","This review connects brain metastasis, CDK4/6 adaptation, checkpoint biomarker, and response tracking. It frames the field around validation cohort, translational biomarker, clinical development, and molecular profiling.",2025,review-like mixed corpus,review,"Landscape review of HER2 antibody combinations, ESR1 mutations, and PD-L1 stratification [SEP] This review connects brain metastasis, CDK4/6 adaptation, checkpoint biomarker, and response tracking. It frames the field around validation cohort, translational biomarker, clinical development, and molecular profiling."
breast-cancer-04-0425,Residual disease monitoring in ctDNA surveillance: study 425,"This study examines ctDNA surveillance through minimal residual disease, longitudinal surveillance, and liquid biopsy. It also discusses links to ESR1 mutation and targeted escape, alongside real-world evidence and translational biomarker.",2021,Monitoring and MRD,core,"Residual disease monitoring in ctDNA surveillance: study 425 [SEP] This study examines ctDNA surveillance through minimal residual disease, longitudinal surveillance, and liquid biopsy. It also discusses links to ESR1 mutation and targeted escape, alongside real-world evidence and translational biomarker."
breast-cancer-01-0296,HER2-focused development in HER2 antibody combinations: study 296,"This study examines HER2 antibody combinations through resistance adaptation, combination treatment, and amplification signal. It also discusses links to TNBC immune context and stromal exclusion, alongside translational biomarker and dose optimization.",2021,HER2 biology,core,"HER2-focused development in HER2 antibody combinations: study 296 [SEP] This study examines HER2 antibody combinations through resistance adaptation, combination treatment, and amplification signal. It also discusses links to TNBC immune context and stromal exclusion, alongside translational biomarker and dose optimization."
breast-cancer-02-0213,Endocrine resistance strategy for ESR1 mutations: study 213,"This study examines ESR1 mutations through endocrine resistance, hormone signaling, and targeted escape. It also discusses links to combination treatment and resistance adaptation, alongside validation cohort and mechanism of resistance.",2023,Endocrine resistance,core,"Endocrine resistance strategy for ESR1 mutations: study 213 [SEP] This study examines ESR1 mutations through endocrine resistance, hormone signaling, and targeted escape. It also discusses links to combination treatment and resistance adaptation, alongside validation cohort and mechanism of resistance."
breast-cancer-01-0073,HER2-focused development in HER2-low disease: study 73,"This study examines HER2-low disease through resistance adaptation, combination treatment, and HER2 biology. It also discusses links to hormone signaling and targeted escape, alongside mechanism of resistance and translational biomarker.",2020,HER2 biology,core,"HER2-focused development in HER2-low disease: study 73 [SEP] This study examines HER2-low disease through resistance adaptation, combination treatment, and HER2 biology. It also discusses links to hormone signaling and targeted escape, alongside mechanism of resistance and translational biomarker."
breast-cancer-04-0453,Residual disease monitoring in ctDNA surveillance: study 453,"This study examines ctDNA surveillance through ctDNA monitoring, molecular relapse, and response tracking. It also discusses links to TNBC immune context and PD-L1 selection, alongside portfolio review and early-phase trial.",2025,Monitoring and MRD,core,"Residual disease monitoring in ctDNA surveillance: study 453 [SEP] This study examines ctDNA surveillance through ctDNA monitoring, molecular relapse, and response tracking. It also discusses links to TNBC immune context and PD-L1 selection, alongside portfolio review and early-phase trial."
breast-cancer-x-0270,Integrated analysis of CDK4/6 adaptation with microenvironment phenotypes: study 270,"This paper links ER pathway and ESR1 mutation to TNBC immune context and microenvironment state. The framing emphasizes translational biomarker, dose optimization, and patient stratification across mixed translational contexts.",2025,Endocrine resistance + TNBC immunotherapy,crossover,"Integrated analysis of CDK4/6 adaptation with microenvironment phenotypes: study 270 [SEP] This paper links ER pathway and ESR1 mutation to TNBC immune context and microenvironment state. The framing emphasizes translational biomarker, dose optimization, and patient stratification across mixed translational contexts."
breast-cancer-r-0062,"Landscape review of HER2 resistance, PI3K pathway, and combination checkpoint blockade","This review connects resistance adaptation, ESR1 mutation, microenvironment state, and molecular relapse. It frames the field around portfolio review, molecular profiling, clinical development, and dose optimization.",2023,review-like mixed corpus,review,"Landscape review of HER2 resistance, PI3K pathway, and combination checkpoint blockade [SEP] This review connects resistance adaptation, ESR1 mutation, microenvironment state, and molecular relapse. It frames the field around portfolio review, molecular profiling, clinical development, and dose optimization."
breast-cancer-r-0386,"Landscape review of HER2 resistance, PI3K pathway, and combination checkpoint blockade","This review connects antibody development, hormone signaling, PD-L1 selection, and response tracking. It frames the field around dose optimization, portfolio review, patient stratification, and molecular profiling.",2023,review-like mixed corpus,review,"Landscape review of HER2 resistance, PI3K pathway, and combination checkpoint blockade [SEP] This review connects antibody development, hormone signaling, PD-L1 selection, and response tracking. It frames the field around dose optimization, portfolio review, patient stratification, and molecular profiling."
breast-cancer-01-0482,HER2-focused development in HER2 resistance: study 482,"This study examines HER2 resistance through combination treatment, resistance adaptation, and amplification signal. It also discusses links to checkpoint biomarker and microenvironment state, alongside clinical development and molecular profiling.",2021,HER2 biology,core,"HER2-focused development in HER2 resistance: study 482 [SEP] This study examines HER2 resistance through combination treatment, resistance adaptation, and amplification signal. It also discusses links to checkpoint biomarker and microenvironment state, alongside clinical development and molecular profiling."
breast-cancer-x-0219,Integrated analysis of microenvironment phenotypes with ctDNA surveillance: study 219,"This paper links TNBC immune context and combination immunotherapy to minimal residual disease and longitudinal surveillance. The framing emphasizes portfolio review, mechanism of resistance, and translational biomarker across mixed translational contexts.",2022,TNBC immunotherapy + Monitoring and MRD,crossover,"Integrated analysis of microenvironment phenotypes with ctDNA surveillance: study 219 [SEP] This paper links TNBC immune context and combination immunotherapy to minimal residual disease and longitudinal surveillance. The framing emphasizes portfolio review, mechanism of resistance, and translational biomarker across mixed translational contexts."
