record_id,title,abstract,year,seed_theme,record_type,text_for_embedding,original_cluster_id,cluster,probability,cluster_display,cluster_theme,pc1_plot,pc2_plot,pc1_cluster,pc2_cluster,pc3_cluster,pc4_cluster
cancer-immunotherapy-x-0403,Integrated analysis of neoantigen vaccination with colitis: study 403,"This paper links adaptive resistance and priming effect to clinical triage and toxicity grading. The framing emphasizes validation cohort, dose optimization, and early-phase trial across mixed translational contexts.",2020,Combination strategy + Toxicity management,crossover,"Integrated analysis of neoantigen vaccination with colitis: study 403 [SEP] This paper links adaptive resistance and priming effect to clinical triage and toxicity grading. The framing emphasizes validation cohort, dose optimization, and early-phase trial across mixed translational contexts.",21,22,0.9943429948071045,Cluster 22,Bridge: Microenvironment profiling x Combination strategy,-0.03461373793512373,0.39452230710527486,-0.03461373793512373,0.39452230710527486,0.0573485360529544,0.11760384014599969
cancer-immunotherapy-r-0460,"Landscape review of T-cell exhaustion, immune niches, and radiotherapy priming","This review connects interferon signaling, tissue architecture, priming effect, and immune-related adverse event. It frames the field around portfolio review, dose optimization, early-phase trial, and clinical development.",2025,review-like mixed corpus,review,"Landscape review of T-cell exhaustion, immune niches, and radiotherapy priming [SEP] This review connects interferon signaling, tissue architecture, priming effect, and immune-related adverse event. It frames the field around portfolio review, dose optimization, early-phase trial, and clinical development.",2,3,1.0,Cluster 3,Review hub: T-cell exhaustion x immune niches,0.3293886151519623,-0.06095019043699563,0.3293886151519623,-0.06095019043699563,-0.110858779607888,0.029820139404879733
cancer-immunotherapy-x-0127,Integrated analysis of neoantigen vaccination with colitis: study 127,"This paper links vaccine strategy and treatment sequence to toxicity grading and safety monitoring. The framing emphasizes validation cohort, dose optimization, and patient stratification across mixed translational contexts.",2020,Combination strategy + Toxicity management,crossover,"Integrated analysis of neoantigen vaccination with colitis: study 127 [SEP] This paper links vaccine strategy and treatment sequence to toxicity grading and safety monitoring. The framing emphasizes validation cohort, dose optimization, and patient stratification across mixed translational contexts.",21,22,1.0,Cluster 22,Bridge: Microenvironment profiling x Combination strategy,-0.061291702713177305,0.40453725000471935,-0.061291702713177305,0.40453725000471935,0.05788171193983308,0.10752555517725657
cancer-immunotherapy-x-0388,Integrated analysis of endocrinopathies with interferon-gamma signatures: study 388,"This paper links toxicity grading and immune-related adverse event to checkpoint blockade and response stratification. The framing emphasizes molecular profiling, patient stratification, and translational biomarker across mixed translational contexts.",2023,Toxicity management + Checkpoint biomarkers,crossover,"Integrated analysis of endocrinopathies with interferon-gamma signatures: study 388 [SEP] This paper links toxicity grading and immune-related adverse event to checkpoint blockade and response stratification. The framing emphasizes molecular profiling, patient stratification, and translational biomarker across mixed translational contexts.",20,21,1.0,Cluster 21,Bridge: Toxicity management x Checkpoint biomarkers,-0.04656268736689697,0.383417655126111,-0.04656268736689697,0.383417655126111,0.03189286929479622,-0.1827553849335847
cancer-immunotherapy-x-0043,Integrated analysis of neoantigen vaccination with colitis: study 43,"This paper links synergy signal and treatment sequence to rechallenge strategy and safety monitoring. The framing emphasizes portfolio review, patient stratification, and mechanism of resistance across mixed translational contexts.",2020,Combination strategy + Toxicity management,crossover,"Integrated analysis of neoantigen vaccination with colitis: study 43 [SEP] This paper links synergy signal and treatment sequence to rechallenge strategy and safety monitoring. The framing emphasizes portfolio review, patient stratification, and mechanism of resistance across mixed translational contexts.",21,22,1.0,Cluster 22,Bridge: Microenvironment profiling x Combination strategy,-0.03806553075977107,0.40061586018705847,-0.03806553075977107,0.40061586018705847,0.05463294465363796,0.1328930960783878
cancer-immunotherapy-03-0143,Combination immunotherapy strategy in neoantigen vaccination: study 143,"This study examines neoantigen vaccination through synergy signal, priming effect, and combination regimen. It also discusses links to response stratification and checkpoint blockade, alongside translational biomarker and real-world evidence.",2020,Combination strategy,core,"Combination immunotherapy strategy in neoantigen vaccination: study 143 [SEP] This study examines neoantigen vaccination through synergy signal, priming effect, and combination regimen. It also discusses links to response stratification and checkpoint blockade, alongside translational biomarker and real-world evidence.",10,11,0.9975074605005568,Cluster 11,Combination strategy,-0.07703192798439625,0.06707848666469864,-0.07703192798439625,0.06707848666469864,-0.10857844652086145,0.2865909505252153
cancer-immunotherapy-x-0382,Integrated analysis of macrophage barriers with neoantigen vaccination: study 382,"This paper links myeloid state and single-cell profiling to treatment sequence and combination regimen. The framing emphasizes molecular profiling, portfolio review, and translational biomarker across mixed translational contexts.",2023,Microenvironment profiling + Combination strategy,crossover,"Integrated analysis of macrophage barriers with neoantigen vaccination: study 382 [SEP] This paper links myeloid state and single-cell profiling to treatment sequence and combination regimen. The framing emphasizes molecular profiling, portfolio review, and translational biomarker across mixed translational contexts.",21,22,1.0,Cluster 22,Bridge: Microenvironment profiling x Combination strategy,0.019912753606261394,0.3179496174533168,0.019912753606261394,0.3179496174533168,0.26857063322115343,0.17664046684927592
cancer-immunotherapy-02-0207,Spatial and single-cell profiling of lymphocyte states: study 207,"This study examines lymphocyte states through spatial atlas, single-cell profiling, and immune contexture. It also discusses links to interferon signaling and selection biomarker, alongside molecular profiling and translational biomarker.",2023,Microenvironment profiling,core,"Spatial and single-cell profiling of lymphocyte states: study 207 [SEP] This study examines lymphocyte states through spatial atlas, single-cell profiling, and immune contexture. It also discusses links to interferon signaling and selection biomarker, alongside molecular profiling and translational biomarker.",8,9,1.0,Cluster 9,Microenvironment profiling,-0.038915954792718595,-0.26095852073388587,-0.038915954792718595,-0.26095852073388587,0.3317752249447264,-0.050468287362271706
cancer-immunotherapy-r-0142,"Landscape review of PD-L1 scoring, lymphocyte states, and bispecific activation","This review connects selection biomarker, single-cell profiling, combination regimen, and toxicity grading. It frames the field around validation cohort, early-phase trial, translational biomarker, and real-world evidence.",2025,review-like mixed corpus,review,"Landscape review of PD-L1 scoring, lymphocyte states, and bispecific activation [SEP] This review connects selection biomarker, single-cell profiling, combination regimen, and toxicity grading. It frames the field around validation cohort, early-phase trial, translational biomarker, and real-world evidence.",4,5,0.9885831086077319,Cluster 5,Review hub: PD-L1 scoring x lymphocyte states,0.40531474903378956,-0.13728889473546113,0.40531474903378956,-0.13728889473546113,-0.061210995607854715,0.0021540031549750513
cancer-immunotherapy-03-0023,Combination immunotherapy strategy in neoantigen vaccination: study 23,"This study examines neoantigen vaccination through vaccine strategy, combination regimen, and adaptive resistance. It also discusses links to selection biomarker and response stratification, alongside dose optimization and validation cohort.",2020,Combination strategy,core,"Combination immunotherapy strategy in neoantigen vaccination: study 23 [SEP] This study examines neoantigen vaccination through vaccine strategy, combination regimen, and adaptive resistance. It also discusses links to selection biomarker and response stratification, alongside dose optimization and validation cohort.",10,11,1.0,Cluster 11,Combination strategy,-0.08473851569119133,0.06396978485189268,-0.08473851569119133,0.06396978485189268,-0.1095491614093326,0.2772924973748042
cancer-immunotherapy-02-0246,Spatial and single-cell profiling of macrophage barriers: study 246,"This study examines macrophage barriers through single-cell profiling, stromal barrier, and myeloid state. It also discusses links to response stratification and interferon signaling, alongside mechanism of resistance and patient stratification.",2020,Microenvironment profiling,core,"Spatial and single-cell profiling of macrophage barriers: study 246 [SEP] This study examines macrophage barriers through single-cell profiling, stromal barrier, and myeloid state. It also discusses links to response stratification and interferon signaling, alongside mechanism of resistance and patient stratification.",14,15,0.9964609762690594,Cluster 15,Microenvironment profiling,-0.03470308267355628,-0.1628292205006398,-0.03470308267355628,-0.1628292205006398,0.35479069155647647,0.011529890201098767
cancer-immunotherapy-04-0047,Management of immune-related pneumonitis: study 47,"This study examines pneumonitis through rechallenge strategy, toxicity grading, and steroid management. It also discusses links to tissue architecture and myeloid state, alongside translational biomarker and patient stratification.",2021,Toxicity management,core,"Management of immune-related pneumonitis: study 47 [SEP] This study examines pneumonitis through rechallenge strategy, toxicity grading, and steroid management. It also discusses links to tissue architecture and myeloid state, alongside translational biomarker and patient stratification.",12,13,0.9872946686079367,Cluster 13,Toxicity management,-0.22012906626703935,-0.04618922717678575,-0.22012906626703935,-0.04618922717678575,-0.09587247381047467,-0.08268456856636008
cancer-immunotherapy-x-0358,Integrated analysis of macrophage barriers with neoantigen vaccination: study 358,"This paper links myeloid state and stromal barrier to treatment sequence and synergy signal. The framing emphasizes portfolio review, real-world evidence, and clinical development across mixed translational contexts.",2023,Microenvironment profiling + Combination strategy,crossover,"Integrated analysis of macrophage barriers with neoantigen vaccination: study 358 [SEP] This paper links myeloid state and stromal barrier to treatment sequence and synergy signal. The framing emphasizes portfolio review, real-world evidence, and clinical development across mixed translational contexts.",21,22,1.0,Cluster 22,Bridge: Microenvironment profiling x Combination strategy,0.0390442896254229,0.3449157188929657,0.0390442896254229,0.3449157188929657,0.19946559821122029,0.17183875783734587
cancer-immunotherapy-x-0047,Integrated analysis of neoantigen vaccination with colitis: study 47,"This paper links priming effect and synergy signal to immune-related adverse event and rechallenge strategy. The framing emphasizes real-world evidence, molecular profiling, and mechanism of resistance across mixed translational contexts.",2024,Combination strategy + Toxicity management,crossover,"Integrated analysis of neoantigen vaccination with colitis: study 47 [SEP] This paper links priming effect and synergy signal to immune-related adverse event and rechallenge strategy. The framing emphasizes real-world evidence, molecular profiling, and mechanism of resistance across mixed translational contexts.",21,22,1.0,Cluster 22,Bridge: Microenvironment profiling x Combination strategy,-0.09524997019039205,0.37959696245224767,-0.09524997019039205,0.37959696245224767,0.040874036632571505,0.11876596978499783
cancer-immunotherapy-02-0014,Spatial and single-cell profiling of macrophage barriers: study 14,"This study examines macrophage barriers through spatial atlas, immune contexture, and single-cell profiling. It also discusses links to steroid management and immune-related adverse event, alongside translational biomarker and dose optimization.",2022,Microenvironment profiling,core,"Spatial and single-cell profiling of macrophage barriers: study 14 [SEP] This study examines macrophage barriers through spatial atlas, immune contexture, and single-cell profiling. It also discusses links to steroid management and immune-related adverse event, alongside translational biomarker and dose optimization.",14,15,0.9896875494715189,Cluster 15,Microenvironment profiling,-0.13749234861503404,-0.1732586623918727,-0.13749234861503404,-0.1732586623918727,0.3079359622302067,-0.0009822513995243183
cancer-immunotherapy-01-0082,Biomarker mapping for PD-L1 scoring: study 82,"This study examines PD-L1 scoring through immune exclusion, interferon signaling, and checkpoint blockade. It also discusses links to tissue architecture and immune contexture, alongside clinical development and mechanism of resistance.",2023,Checkpoint biomarkers,core,"Biomarker mapping for PD-L1 scoring: study 82 [SEP] This study examines PD-L1 scoring through immune exclusion, interferon signaling, and checkpoint blockade. It also discusses links to tissue architecture and immune contexture, alongside clinical development and mechanism of resistance.",16,17,0.998072859848356,Cluster 17,Checkpoint biomarkers,0.044618274313602484,-0.09862811101301384,0.044618274313602484,-0.09862811101301384,-0.09488115709326442,-0.2585643893730824
cancer-immunotherapy-r-0162,"Landscape review of PD-L1 scoring, lymphocyte states, and bispecific activation","This review connects immune exclusion, single-cell profiling, synergy signal, and immune-related adverse event. It frames the field around real-world evidence, mechanism of resistance, patient stratification, and validation cohort.",2021,review-like mixed corpus,review,"Landscape review of PD-L1 scoring, lymphocyte states, and bispecific activation [SEP] This review connects immune exclusion, single-cell profiling, synergy signal, and immune-related adverse event. It frames the field around real-world evidence, mechanism of resistance, patient stratification, and validation cohort.",4,5,0.9731780096819149,Cluster 5,Review hub: PD-L1 scoring x lymphocyte states,0.3513089630647568,-0.15837772341911083,0.3513089630647568,-0.15837772341911083,-0.08314311867746173,-0.020665779783744672
cancer-immunotherapy-03-0309,Combination immunotherapy strategy in VEGF blockade: study 309,"This study examines VEGF blockade through treatment sequence, synergy signal, and adaptive resistance. It also discusses links to single-cell profiling and spatial atlas, alongside portfolio review and early-phase trial.",2024,Combination strategy,core,"Combination immunotherapy strategy in VEGF blockade: study 309 [SEP] This study examines VEGF blockade through treatment sequence, synergy signal, and adaptive resistance. It also discusses links to single-cell profiling and spatial atlas, alongside portfolio review and early-phase trial.",7,8,0.9661572459516443,Cluster 8,Combination strategy,-0.04715760265561718,-0.11675639036361664,-0.04715760265561718,-0.11675639036361664,-0.05064777002271613,0.2384858654471752
cancer-immunotherapy-x-0496,Integrated analysis of endocrinopathies with interferon-gamma signatures: study 496,"This paper links rechallenge strategy and safety monitoring to response stratification and predictive assay. The framing emphasizes early-phase trial, translational biomarker, and mechanism of resistance across mixed translational contexts.",2023,Toxicity management + Checkpoint biomarkers,crossover,"Integrated analysis of endocrinopathies with interferon-gamma signatures: study 496 [SEP] This paper links rechallenge strategy and safety monitoring to response stratification and predictive assay. The framing emphasizes early-phase trial, translational biomarker, and mechanism of resistance across mixed translational contexts.",20,21,0.9939068180273788,Cluster 21,Bridge: Toxicity management x Checkpoint biomarkers,-0.007415617431784099,0.4067184371108567,-0.007415617431784099,0.4067184371108567,0.04290259106343981,-0.14380834660994818
cancer-immunotherapy-02-0415,Spatial and single-cell profiling of lymphocyte states: study 415,"This study examines lymphocyte states through tissue architecture, stromal barrier, and spatial atlas. It also discusses links to synergy signal and combination regimen, alongside dose optimization and portfolio review.",2021,Microenvironment profiling,core,"Spatial and single-cell profiling of lymphocyte states: study 415 [SEP] This study examines lymphocyte states through tissue architecture, stromal barrier, and spatial atlas. It also discusses links to synergy signal and combination regimen, alongside dose optimization and portfolio review.",8,9,0.9916074534448581,Cluster 9,Microenvironment profiling,-0.02193423515619032,-0.24959628243525842,-0.02193423515619032,-0.24959628243525842,0.2618593607844158,0.08477811536686988
cancer-immunotherapy-03-0405,Combination immunotherapy strategy in VEGF blockade: study 405,"This study examines VEGF blockade through treatment sequence, priming effect, and vaccine strategy. It also discusses links to tissue architecture and immune contexture, alongside portfolio review and translational biomarker.",2024,Combination strategy,core,"Combination immunotherapy strategy in VEGF blockade: study 405 [SEP] This study examines VEGF blockade through treatment sequence, priming effect, and vaccine strategy. It also discusses links to tissue architecture and immune contexture, alongside portfolio review and translational biomarker.",7,8,0.9773276717485179,Cluster 8,Combination strategy,-0.0674919518589409,-0.06390254505738906,-0.0674919518589409,-0.06390254505738906,-0.14847302715293587,0.24123067002312215
cancer-immunotherapy-04-0148,Management of immune-related endocrinopathies: study 148,"This study examines endocrinopathies through clinical triage, immune-related adverse event, and rechallenge strategy. It also discusses links to response stratification and immune exclusion, alongside portfolio review and dose optimization.",2020,Toxicity management,core,"Management of immune-related endocrinopathies: study 148 [SEP] This study examines endocrinopathies through clinical triage, immune-related adverse event, and rechallenge strategy. It also discusses links to response stratification and immune exclusion, alongside portfolio review and dose optimization.",13,14,1.0,Cluster 14,Toxicity management,-0.20076895137209708,-0.007347965835284205,-0.20076895137209708,-0.007347965835284205,-0.16478552603303115,-0.13779767260740175
cancer-immunotherapy-r-0261,"Landscape review of PD-1 response, macrophage barriers, and neoantigen vaccination","This review connects checkpoint blockade, tissue architecture, synergy signal, and immune-related adverse event. It frames the field around portfolio review, mechanism of resistance, clinical development, and translational biomarker.",2024,review-like mixed corpus,review,"Landscape review of PD-1 response, macrophage barriers, and neoantigen vaccination [SEP] This review connects checkpoint blockade, tissue architecture, synergy signal, and immune-related adverse event. It frames the field around portfolio review, mechanism of resistance, clinical development, and translational biomarker.",5,6,0.9523544340321007,Cluster 6,Review hub: PD-1 response x macrophage barriers,0.3508792535762474,0.05414677316513568,0.3508792535762474,0.05414677316513568,-0.05750439289840774,0.06365652473432246
cancer-immunotherapy-03-0109,Combination immunotherapy strategy in VEGF blockade: study 109,"This study examines VEGF blockade through adaptive resistance, combination regimen, and priming effect. It also discusses links to clinical triage and toxicity grading, alongside clinical development and mechanism of resistance.",2022,Combination strategy,core,"Combination immunotherapy strategy in VEGF blockade: study 109 [SEP] This study examines VEGF blockade through adaptive resistance, combination regimen, and priming effect. It also discusses links to clinical triage and toxicity grading, alongside clinical development and mechanism of resistance.",7,8,0.9832235537799283,Cluster 8,Combination strategy,-0.09378810417772387,-0.05521580174868975,-0.09378810417772387,-0.05521580174868975,-0.2007929826247172,0.2419352416557071
cancer-immunotherapy-01-0151,Biomarker mapping for interferon-gamma signatures: study 151,"This study examines interferon-gamma signatures through immune exclusion, checkpoint blockade, and predictive assay. It also discusses links to tissue architecture and myeloid state, alongside translational biomarker and validation cohort.",2020,Checkpoint biomarkers,core,"Biomarker mapping for interferon-gamma signatures: study 151 [SEP] This study examines interferon-gamma signatures through immune exclusion, checkpoint blockade, and predictive assay. It also discusses links to tissue architecture and myeloid state, alongside translational biomarker and validation cohort.",18,19,0.9965634201126754,Cluster 19,Checkpoint biomarkers,-0.002504665789063594,0.05299039522111387,-0.002504665789063594,0.05299039522111387,-0.04763909855165362,-0.304739491698998
cancer-immunotherapy-r-0227,"Landscape review of interferon-gamma signatures, tumor microenvironment, and VEGF blockade","This review connects immune exclusion, stromal barrier, synergy signal, and toxicity grading. It frames the field around validation cohort, patient stratification, molecular profiling, and real-world evidence.",2020,review-like mixed corpus,review,"Landscape review of interferon-gamma signatures, tumor microenvironment, and VEGF blockade [SEP] This review connects immune exclusion, stromal barrier, synergy signal, and toxicity grading. It frames the field around validation cohort, patient stratification, molecular profiling, and real-world evidence.",0,1,0.9822322022688154,Cluster 1,Review hub: interferon-gamma signatures x tumor microenvironment,0.3609507237730888,-0.025044830862926238,0.3609507237730888,-0.025044830862926238,-0.07801892692720057,-0.05316406127512358
cancer-immunotherapy-02-0275,Spatial and single-cell profiling of lymphocyte states: study 275,"This study examines lymphocyte states through immune contexture, tissue architecture, and myeloid state. It also discusses links to steroid management and rechallenge strategy, alongside molecular profiling and translational biomarker.",2025,Microenvironment profiling,core,"Spatial and single-cell profiling of lymphocyte states: study 275 [SEP] This study examines lymphocyte states through immune contexture, tissue architecture, and myeloid state. It also discusses links to steroid management and rechallenge strategy, alongside molecular profiling and translational biomarker.",8,9,0.9843744688263945,Cluster 9,Microenvironment profiling,-0.0800468111393806,-0.2363122735090381,-0.0800468111393806,-0.2363122735090381,0.244430891411436,-0.005534330223236358
cancer-immunotherapy-01-0330,Biomarker mapping for PD-L1 scoring: study 330,"This study examines PD-L1 scoring through interferon signaling, predictive assay, and checkpoint blockade. It also discusses links to steroid management and immune-related adverse event, alongside mechanism of resistance and patient stratification.",2025,Checkpoint biomarkers,core,"Biomarker mapping for PD-L1 scoring: study 330 [SEP] This study examines PD-L1 scoring through interferon signaling, predictive assay, and checkpoint blockade. It also discusses links to steroid management and immune-related adverse event, alongside mechanism of resistance and patient stratification.",16,17,0.9816867901497457,Cluster 17,Checkpoint biomarkers,-0.017320465867751027,-0.07754645220163174,-0.017320465867751027,-0.07754645220163174,-0.1975532385777519,-0.31374127228628274
cancer-immunotherapy-01-0007,Biomarker mapping for interferon-gamma signatures: study 7,"This study examines interferon-gamma signatures through immune exclusion, interferon signaling, and response stratification. It also discusses links to tissue architecture and immune contexture, alongside patient stratification and portfolio review.",2020,Checkpoint biomarkers,core,"Biomarker mapping for interferon-gamma signatures: study 7 [SEP] This study examines interferon-gamma signatures through immune exclusion, interferon signaling, and response stratification. It also discusses links to tissue architecture and immune contexture, alongside patient stratification and portfolio review.",18,19,0.9346636740818978,Cluster 19,Checkpoint biomarkers,0.029597862822126942,0.053411918035008284,0.029597862822126942,0.053411918035008284,-0.06492010932731519,-0.34084185006005147
cancer-immunotherapy-02-0444,Spatial and single-cell profiling of tumor microenvironment: study 444,"This study examines tumor microenvironment through stromal barrier, myeloid state, and spatial atlas. It also discusses links to response stratification and predictive assay, alongside patient stratification and translational biomarker.",2020,Microenvironment profiling,core,"Spatial and single-cell profiling of tumor microenvironment: study 444 [SEP] This study examines tumor microenvironment through stromal barrier, myeloid state, and spatial atlas. It also discusses links to response stratification and predictive assay, alongside patient stratification and translational biomarker.",9,10,0.9688108023331536,Cluster 10,Microenvironment profiling,-0.0334450486133902,-0.20443674312259338,-0.0334450486133902,-0.20443674312259338,0.2840422140985819,-0.06004065656112404
cancer-immunotherapy-02-0323,Spatial and single-cell profiling of lymphocyte states: study 323,"This study examines lymphocyte states through tissue architecture, stromal barrier, and spatial atlas. It also discusses links to clinical triage and safety monitoring, alongside dose optimization and clinical development.",2025,Microenvironment profiling,core,"Spatial and single-cell profiling of lymphocyte states: study 323 [SEP] This study examines lymphocyte states through tissue architecture, stromal barrier, and spatial atlas. It also discusses links to clinical triage and safety monitoring, alongside dose optimization and clinical development.",8,9,0.9869674826120015,Cluster 9,Microenvironment profiling,-0.05304754044319062,-0.2398474970536702,-0.05304754044319062,-0.2398474970536702,0.2650030285396933,0.004826067084806718
cancer-immunotherapy-02-0235,Spatial and single-cell profiling of lymphocyte states: study 235,"This study examines lymphocyte states through single-cell profiling, tissue architecture, and immune contexture. It also discusses links to synergy signal and treatment sequence, alongside early-phase trial and validation cohort.",2021,Microenvironment profiling,core,"Spatial and single-cell profiling of lymphocyte states: study 235 [SEP] This study examines lymphocyte states through single-cell profiling, tissue architecture, and immune contexture. It also discusses links to synergy signal and treatment sequence, alongside early-phase trial and validation cohort.",8,9,0.9726598106960117,Cluster 9,Microenvironment profiling,-0.04213169194551715,-0.25250212591756566,-0.04213169194551715,-0.25250212591756566,0.2908753534954348,0.06441804018910789
cancer-immunotherapy-02-0410,Spatial and single-cell profiling of macrophage barriers: study 410,"This study examines macrophage barriers through single-cell profiling, myeloid state, and stromal barrier. It also discusses links to clinical triage and safety monitoring, alongside validation cohort and patient stratification.",2022,Microenvironment profiling,core,"Spatial and single-cell profiling of macrophage barriers: study 410 [SEP] This study examines macrophage barriers through single-cell profiling, myeloid state, and stromal barrier. It also discusses links to clinical triage and safety monitoring, alongside validation cohort and patient stratification.",14,15,1.0,Cluster 15,Microenvironment profiling,-0.06699595091007908,-0.1662160431823898,-0.06699595091007908,-0.1662160431823898,0.3418615266394531,0.040624007944183624
cancer-immunotherapy-01-0469,Biomarker mapping for PD-1 response: study 469,"This study examines PD-1 response through immune exclusion, response stratification, and predictive assay. It also discusses links to single-cell profiling and myeloid state, alongside validation cohort and patient stratification.",2020,Checkpoint biomarkers,core,"Biomarker mapping for PD-1 response: study 469 [SEP] This study examines PD-1 response through immune exclusion, response stratification, and predictive assay. It also discusses links to single-cell profiling and myeloid state, alongside validation cohort and patient stratification.",17,18,0.9747488034936734,Cluster 18,Checkpoint biomarkers,-0.013255997198671623,-0.062203877649135514,-0.013255997198671623,-0.062203877649135514,0.07171573029807934,-0.2303986261987605
cancer-immunotherapy-01-0182,Biomarker mapping for PD-L1 scoring: study 182,"This study examines PD-L1 scoring through interferon signaling, predictive assay, and response stratification. It also discusses links to vaccine strategy and adaptive resistance, alongside molecular profiling and real-world evidence.",2021,Checkpoint biomarkers,core,"Biomarker mapping for PD-L1 scoring: study 182 [SEP] This study examines PD-L1 scoring through interferon signaling, predictive assay, and response stratification. It also discusses links to vaccine strategy and adaptive resistance, alongside molecular profiling and real-world evidence.",16,17,1.0,Cluster 17,Checkpoint biomarkers,0.05735366619857054,-0.07441546771635155,0.05735366619857054,-0.07441546771635155,-0.13220814436132203,-0.2300801090838406
cancer-immunotherapy-01-0165,Biomarker mapping for PD-1 response: study 165,"This study examines PD-1 response through checkpoint blockade, predictive assay, and immune exclusion. It also discusses links to toxicity grading and steroid management, alongside patient stratification and dose optimization.",2022,Checkpoint biomarkers,core,"Biomarker mapping for PD-1 response: study 165 [SEP] This study examines PD-1 response through checkpoint blockade, predictive assay, and immune exclusion. It also discusses links to toxicity grading and steroid management, alongside patient stratification and dose optimization.",17,18,0.9627801310600156,Cluster 18,Checkpoint biomarkers,-0.037606214665099544,-0.016432315465156954,-0.037606214665099544,-0.016432315465156954,-0.09057921242338761,-0.2520900745831818
cancer-immunotherapy-04-0024,Management of immune-related endocrinopathies: study 24,"This study examines endocrinopathies through safety monitoring, immune-related adverse event, and steroid management. It also discusses links to adaptive resistance and treatment sequence, alongside portfolio review and patient stratification.",2022,Toxicity management,core,"Management of immune-related endocrinopathies: study 24 [SEP] This study examines endocrinopathies through safety monitoring, immune-related adverse event, and steroid management. It also discusses links to adaptive resistance and treatment sequence, alongside portfolio review and patient stratification.",13,14,1.0,Cluster 14,Toxicity management,-0.22928378082096987,-0.01506575208117704,-0.22928378082096987,-0.01506575208117704,-0.1851579455989156,-0.08115830972725084
cancer-immunotherapy-01-0452,Biomarker mapping for T-cell exhaustion: study 452,"This study examines T-cell exhaustion through interferon signaling, checkpoint blockade, and selection biomarker. It also discusses links to adaptive resistance and vaccine strategy, alongside patient stratification and early-phase trial.",2021,Checkpoint biomarkers,core,"Biomarker mapping for T-cell exhaustion: study 452 [SEP] This study examines T-cell exhaustion through interferon signaling, checkpoint blockade, and selection biomarker. It also discusses links to adaptive resistance and vaccine strategy, alongside patient stratification and early-phase trial.",1,2,1.0,Cluster 2,Checkpoint biomarkers,-0.013213659232699924,-0.0708898604203667,-0.013213659232699924,-0.0708898604203667,-0.06602528520139989,-0.1275241360800686
cancer-immunotherapy-01-0491,Biomarker mapping for interferon-gamma signatures: study 491,"This study examines interferon-gamma signatures through checkpoint blockade, interferon signaling, and predictive assay. It also discusses links to vaccine strategy and synergy signal, alongside clinical development and patient stratification.",2024,Checkpoint biomarkers,core,"Biomarker mapping for interferon-gamma signatures: study 491 [SEP] This study examines interferon-gamma signatures through checkpoint blockade, interferon signaling, and predictive assay. It also discusses links to vaccine strategy and synergy signal, alongside clinical development and patient stratification.",18,19,1.0,Cluster 19,Checkpoint biomarkers,0.0011712168593414193,0.06906415258394072,0.0011712168593414193,0.06906415258394072,-0.13042092522067647,-0.2570687755508023
cancer-immunotherapy-x-0005,Integrated analysis of PD-1 response with immune niches: study 5,"This paper links immune exclusion and predictive assay to tissue architecture and spatial atlas. The framing emphasizes portfolio review, early-phase trial, and translational biomarker across mixed translational contexts.",2024,Checkpoint biomarkers + Microenvironment profiling,crossover,"Integrated analysis of PD-1 response with immune niches: study 5 [SEP] This paper links immune exclusion and predictive assay to tissue architecture and spatial atlas. The framing emphasizes portfolio review, early-phase trial, and translational biomarker across mixed translational contexts.",19,20,0.9492977019918263,Cluster 20,Bridge: Checkpoint biomarkers x Microenvironment profiling,0.0407962642211594,0.33916318044806315,0.0407962642211594,0.33916318044806315,0.23891066480319048,-0.09009771938925554
cancer-immunotherapy-03-0144,Combination immunotherapy strategy in bispecific activation: study 144,"This study examines bispecific activation through combination regimen, adaptive resistance, and treatment sequence. It also discusses links to stromal barrier and single-cell profiling, alongside patient stratification and clinical development.",2021,Combination strategy,core,"Combination immunotherapy strategy in bispecific activation: study 144 [SEP] This study examines bispecific activation through combination regimen, adaptive resistance, and treatment sequence. It also discusses links to stromal barrier and single-cell profiling, alongside patient stratification and clinical development.",6,7,1.0,Cluster 7,Combination strategy,-0.06980151571672934,-0.13996662270524352,-0.06980151571672934,-0.13996662270524352,-0.07543742427269619,0.2814774964374734
cancer-immunotherapy-03-0312,Combination immunotherapy strategy in bispecific activation: study 312,"This study examines bispecific activation through treatment sequence, combination regimen, and synergy signal. It also discusses links to single-cell profiling and myeloid state, alongside molecular profiling and portfolio review.",2021,Combination strategy,core,"Combination immunotherapy strategy in bispecific activation: study 312 [SEP] This study examines bispecific activation through treatment sequence, combination regimen, and synergy signal. It also discusses links to single-cell profiling and myeloid state, alongside molecular profiling and portfolio review.",6,7,0.9643373596490163,Cluster 7,Combination strategy,-0.052788328737890335,-0.1433136268074581,-0.052788328737890335,-0.1433136268074581,-0.06456229427394063,0.28806430209243566
cancer-immunotherapy-x-0243,Integrated analysis of neoantigen vaccination with colitis: study 243,"This paper links vaccine strategy and combination regimen to clinical triage and safety monitoring. The framing emphasizes mechanism of resistance, validation cohort, and clinical development across mixed translational contexts.",2022,Combination strategy + Toxicity management,crossover,"Integrated analysis of neoantigen vaccination with colitis: study 243 [SEP] This paper links vaccine strategy and combination regimen to clinical triage and safety monitoring. The framing emphasizes mechanism of resistance, validation cohort, and clinical development across mixed translational contexts.",21,22,1.0,Cluster 22,Bridge: Microenvironment profiling x Combination strategy,-0.06669494521295326,0.3945737044248073,-0.06669494521295326,0.3945737044248073,0.05176639644790409,0.13896196453000734
